show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description
s6655;Movie;The Meaning of Monty Python;Albert Sharpe;NA;United Kingdom;October 2, 2018;2013;TV-MA;60 min;Documentaries;Five Pythons reflect on their creative process, politics, television and the making of their award-winning final film, "The Meaning of Life."
s7193;TV Show;Transformers: Rescue Bots;NA;Lacey Chabert, Elan Garfias, Maurice LaMarche, Jason Marsden, Shannon McKain, Steve Blum, Parvesh Cheena, D.C. Douglas, Imari Williams, LeVar Burton, Diamond White;Canada, United States;September 19, 2018;2016;TV-Y7;1 Season;Kids' TV;Follow the adventure of four young transformers, Heatwave, Chase, Blades and Boulder, and their human counterparts: a family of emergency responders.
s4159;TV Show;Mobile Suit Gundam: Iron-Blooded Orphans;NA;Kengo Kawanishi, Yoshimasa Hosoya, Natsuki Hanae, Yuuichirou Umehara, Yasuaki Takumi, Taishi Murata, Kouhei Amasaki, Mutsumi Tamura, Soma Saito, Yuka Terasaki, Hisako Kanemoto, Takahiro Sakurai, Masaya Matsukaze, Toru Okawa;Japan;November 1, 2019;2016;TV-14;2 Seasons;Anime Series, International TV Shows;On a terraformed post-disaster Mars, a group of child security agents rebel against the adults who betrayed them and the oppressive Earth government.
s4819;Movie;Penalty Kick;Rodrigo Triana;Adrián Uribe, Julieth Restrepo, Carlos Manuel Vesga, José Sefami, Mary Paz Mata, Alicia Sandoval, Teresa Monroy, Eduardo Ibarrola;Colombia, Mexico;June 29, 2018;2018;TV-14;89 min;Comedies, Dramas, International Movies;Convinced Mexico will lose the World Cup qualifier without him, a soccer superfan faces an impossible choice when family obligations stand in his way.
s7281;TV Show;Twin Peaks;NA;Kyle MacLachlan, Michael Ontkean, Mädchen Amick, Dana Ashbrook, Richard Beymer, Lara Flynn Boyle, Sherilyn Fenn, Warren Frost, Peggy Lipton, James Marshall, Everett McGill, Jack Nance, Joan Chen, Kimmy Robertson, Michael Horse, Piper Laurie, Harry Goaz, Eric DaRe, Wendy Robie, Ray Wise, Sheryl Lee, Russ Tamblyn, Don S. Davis, Chris Mulkey, Gary Hershberger, Grace Zabriskie;United States;July 1, 2017;1990;TV-14;2 Seasons;Classic & Cult TV, Crime TV Shows, TV Dramas;"Who killed Laura Palmer?" is the question on everyone's lips in a secretive small town, but as an eccentric FBI agent learns, the answer isn't easy.
s6863;TV Show;The Shannara Chronicles;NA;Austin Butler, Poppy Drayton, Ivana Baquero, Manu Bennett, Aaron Jakubenko, Emilia Burns, John Rhys-Davies, Marcus Vanco, Brooke Williams, Daniel MacPherson, Jed Brophy;United States, New Zealand;January 22, 2018;2018;TV-MA;2 Seasons;TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy;After the destruction of civilization, three young heroes become Earth's last hope for salvation when a massive force of demons threatens the planet.
s3549;TV Show;Lavender;NA;Ambrose Hsu, Tammy Chen, Wang Jian Long, Lin Wei Jun, Hsia Ching Ting, Lin Heng Yi;Taiwan;January 15, 2019;2002;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Dramas;Before one of them moves to the U.S., two childhood friends promise to reunite as adults. But illness and the vagaries of the heart stand in the way.
s4188;Movie;Monster High: Electrified;Avgousta Zourelidi;Debi Derryberry, Cassandra Morris, Salli Saffioti, Larissa Gallagher, Cristina Milizia, Jonquil Goode, Travis Dresden, Evan Smith, Michael Sorich, Sara Cravens;NA;February 15, 2020;2017;TV-Y;72 min;Movies;Clawdeen wants to turn an abandoned power station into a salon for monsters and "normies" alike. But Moanica's got a shocking plan to ruin everything.
s6314;Movie;The Dreamer;Riri Riza;Vikri Septiawan, Rendy Ahmad, Azwir Fitrianto, Maudy Ayunda;Indonesia;October 4, 2018;2009;TV-PG;121 min;Dramas, International Movies;A trio of friends struggles to make it through adolescence, all while hoping that bigger and better things await them.
s2792;TV Show;Homemade;NA;NA;Chile, Italy;June 30, 2020;2020;TV-MA;1 Season;International TV Shows, TV Dramas;Acclaimed filmmakers from around the world channel their creativity during COVID-19 isolation with this diverse, genre-spanning collection of short films.
s87;TV Show;21 Sarfarosh: Saragarhi 1897;NA;Luke Kenny, Mohit Raina, Mukul Dev;India;December 1, 2018;2018;TV-14;1 Season;International TV Shows, TV Dramas;In one of history's greatest last stands, a battalion of 21 Sikh soldiers fights to defend their outpost from attack by over 10,000 Afghans.
s7621;TV Show;Wild District;NA;Juan Pablo Raba, Cristina Umaña, Camila Sodi, Christian Tappán, Juan Fernando Sánchez, Juan Sebastián Calero, Paula Castaño, Nicolás Quiroga, Alina Lozano, Carolina Acevedo, Julio César Pachón, Roberto Cano;Colombia;November 8, 2019;2019;TV-MA;2 Seasons;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;After surrendering to Bogotá police, an ex-guerrilla avoids prison by working undercover to investigate a ruthless enforcer of government corruption.
s6566;TV Show;The Last O.G.;NA;Tracy Morgan, Tiffany Haddish, Cedric the Entertainer, Allen Maldonado, Ryan Gaul, Taylor Mosby, Dante Hoagland, Joel Marsh Garland, Gino Vento, Derek Gaines, Daniel J. Watts, Malik Yoba, Edi Patterson;United States;December 4, 2019;2019;TV-MA;2 Seasons;TV Comedies;After 15 years behind bars, a kindhearted ex-drug dealer returns to Brooklyn looking for a fresh start, only to discover things have changed. A lot.
s5015;Movie;Pyaar Ka Punchnama;Luv Ranjan;Kartik Aaryan, Divyendu Sharma, Raayo S. Bakhirta, Nushrat Bharucha, Sonalli Sehgall, Ishita Raj;India;May 1, 2017;2011;TV-14;149 min;Comedies, Dramas, International Movies;Matters of the heart introduce chaos into the once-idyllic bachelor existence of three young men who share an apartment.
s805;Movie;Been So Long;Tinge Krishnan;Michaela Coel, Arinzé Kene, George MacKay, Ashley Thomas, Joe Dempsie, Ronke Adekoluejo, Luke Norris, Mya Lewis;NA;October 26, 2018;2018;TV-MA;100 min;Dramas, International Movies, Music & Musicals;A single mother in London's Camden Town hears music when she meets a handsome stranger with a past. But she's not sure she's ready to open her heart.
s3971;TV Show;Marvel's The Punisher;NA;Jon Bernthal, Ebon Moss-Bachrach, Ben Barnes, Amber Rose Revah, Jason R. Moore, Daniel Webber, Jaime Ray Newman, Michael Nathanson, Deborah Ann Woll, Paul Schulze;United States;January 18, 2019;2019;TV-MA;2 Seasons;Crime TV Shows, TV Action & Adventure, TV Thrillers;A former Marine out to punish the criminals responsible for his family's murder finds himself ensnared in a military conspiracy.
s4232;Movie;Moshe Kasher: Live in Oakland;Jay Chapman;Moshe Kasher;United States;January 1, 2019;2012;TV-MA;61 min;Stand-Up Comedy;Comic Moshe Kasher returns to his home turf of Oakland for this stand-up special that has him sharing uproarious stories about the people he's met.
s4108;Movie;MindGamers;Andrew Goth;Tom Payne, Melia Kreiling, Antonia Campbell-Hughes, Sam Neill, Turlough Convery, Oliver Stark, Dominique Tipper, Ryan Doyle, Simon Paisley-day, Pedja Bjelac;Austria;January 15, 2020;2017;R;99 min;International Movies, Sci-Fi & Fantasy, Thrillers;Brilliant young students discover a breakthrough that could change humankind, but soon find themselves the subjects of a much bigger experiment.
s1532;Movie;Creep 2;Patrick Brice;Mark Duplass, Desiree Akhavan, Karan Soni;United States;December 23, 2017;2017;TV-MA;80 min;Horror Movies, Independent Movies, Thrillers;A video artist finds the perfect character for a sensational piece, but the subject of her dreams soon reveals his insidious side.
s1660;TV Show;Deaf U;NA;NA;United States;October 9, 2020;2020;TV-MA;1 Season;Docuseries;In this reality series, a tight-knit group of Deaf and hard of hearing students share their stories and explore life at Gallaudet University.
s3500;TV Show;La Niña;NA;Ana María Estupiñán, Sebastian Eslava, Juan Sebastián Aragón, Diego Vásquez, Carlos Velazquez, Marcela Benjumea, Melisa Caceres, Michelle Orozco, Alberto Cardeño, Constanza Camelo, Fernando Arévalo;Colombia;November 18, 2016;2016;TV-MA;1 Season;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;A former Colombian guerrilla fighter faces challenges as she reintegrates into society and tries to overcome her traumatic memories.
s6086;Movie;The Animal People;Denis Hennelly, Casey Suchan;NA;United States;March 11, 2020;2019;TV-MA;97 min;Documentaries;Animal rights protesters trying to shut down a facility that conducts animal testing are labeled terrorists by big business and law enforcement.
s4415;Movie;Nasha Natasha;Martín Sastre;Natalia Oreiro;Uruguay;August 6, 2020;2020;TV-PG;72 min;Documentaries, International Movies, Music & Musicals;Concert and behind-the-scenes footage capture life on tour for Uruguayan sensation Natalia Oreiro as she performs for packed crowds throughout Russia.
s1481;Movie;Concrete Football;Jesse Adang, Syrine Boulanouar;NA;Czech Republic, France;September 1, 2017;2016;TV-MA;52 min;Documentaries, International Movies, Sports Movies;The development of professional soccer worldwide owes a great debt to the soccer – or "football" – that is played on the streets of France.
s6885;Movie;The Social Network;David Fincher;Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Armie Hammer, Max Minghella, Josh Pence, Brenda Song, Rashida Jones, John Getz, David Selby;United States;April 1, 2020;2010;PG-13;121 min;Dramas;Director David Fincher's biographical drama chronicles the meteoric rise of Facebook CEO Mark Zuckerberg from Harvard sophomore to Internet superstar.
s6125;TV Show;The Beginning of Life: The Series;Estela Renner;NA;Brazil;November 11, 2016;2016;TV-PG;1 Season;Docuseries, International TV Shows, Science & Nature TV;Using breakthroughs in technology and neuroscience, this series examines how environment affects infants – and how infants can affect our future.
s3471;Movie;Kuppivala;Suresh Pillai;Nandu, Kochu Preman, Jayakrishnan, Mohan Ayroor, M.R. Gopakumar, Shanawas, Adoor Ajayan, Dinesh Panicker;NA;August 1, 2018;2017;TV-14;133 min;Dramas, International Movies, Romantic Movies;A young woman talented at traditional dance finds her life changed when her love for a man clashes with the wishes of her father.
s2438;TV Show;Glitch Techs;NA;Ricardo Hurtado, Monica Ray, Luke Youngblood, Scott  Kreamer, Dan Milano, Gunnar Sizemore, Zehra Fazal, Sandeep Parikh;United States;August 17, 2020;2020;TV-Y7;2 Seasons;Kids' TV;Two teens work at a game store as a front for their actual job: Hunting video game monsters who've broken out into the real world.
s1828;Movie;Door Ke Darshan;Gagan Puri;Dolly Ahluwalia, Manu Rishi Chadha, Mahie Gill, Shardul Rana, Archita Sharma, Rajesh Sharma, Supriya Shukla, Mehak Manwani;India;July 25, 2020;2020;TV-14;114 min;Comedies, International Movies;When a matriarch wakes from a 30-year coma, her wacky family frantically recreates a bygone era to keep her from noticing how much time has passed.
s104;Movie;30 Days of Luxury;Hani Hamdi;Taher Farouz, Sad Al-Saghir, Ahmad Faloks, Soleiman Eid, Mahmood El-Laithi, Hesham Ismail, Shaima Saif, Nermin Maher, Sofinar;Egypt;April 18, 2019;2016;TV-14;91 min;Comedies, International Movies;With the help of his friends, a man breaks out of prison in hopes of restoring a lively nightclub.
s4965;TV Show;President;NA;Su-jong Choi, Hee-Ra Ha, Jay Kim, Ji-hye Wang, Shin-il Kang;South Korea;April 28, 2017;2010;TV-14;1 Season;International TV Shows, Korean TV Shows, TV Dramas;An ambitious, talented politician embarks on an intense journey toward winning the presidency while juggling his complicated family affairs.
s3745;TV Show;Love Alarm;NA;Kim So-hyun, Jung Ga-ram, Song Kang, Ko Min-si, Z. Hera, Shin Seung-ho, Lee Jae-eung, Song Sun-mi;South Korea;August 22, 2019;2019;TV-MA;1 Season;International TV Shows, Korean TV Shows, Romantic TV Shows;In a world where an app alerts people if someone in the vicinity likes them, Kim Jojo experiences young love while coping with personal adversities.
s341;TV Show;Agent Raghav;NA;Sharad Kelkar, Aahana Kumra, Mahesh Manjrekar, Deepali Pansare, Danish Pandor, Jason Tham, Reena Aggarwal, Swati Rajput;India;April 15, 2017;2015;TV-14;1 Season;Crime TV Shows, International TV Shows, TV Action & Adventure;A mix of brilliance, erudition and skill enables a modern Sherlock Holmes to solve impossible cases, all while he tries to heal personal wounds.
s5337;Movie;Sadma;Balu Mahendra;Kamal Hassan, Sridevi, Silk Smitha, Gulshan Grover, Paintal, Arvind Deshpande;India;December 31, 2019;1983;TV-14;137 min;Dramas, International Movies, Romantic Movies;After a traumatic injury leaves her with amnesia and age regression, a young woman is sold to a brothel before a teacher becomes her savior.
s2305;TV Show;Fugitiva;NA;Paz Vega, Julio Bracho, Arantza Ruiz, Luisa Rubino, Lander Otaola, Iván Pellicer, José Manuel Poga, Mercedes Sampietro, Charo López, Roberto Álamo, Raúl Medina, Melina Matthews, Pedro Mari Sánchez, Odiseo Bichir;Spain;November 23, 2018;2018;TV-MA;1 Season;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;A domestic abuse survivor orchestrates an elaborate deception to protect her family from her powerfully wealthy husband and his vindictive enemies.
s2320;Movie;Furthest Witness;Adam Del Giudice;Aaron Stanford, Teri Reeves, Sean Patrick Flanery, Forrest Fyre, Steven Michael Quezada, Paul Blott, Travis Hammer, Ryan Begay, Jermaine Washington, Vincent McDaniel;United States, United Kingdom;April 24, 2019;2017;TV-MA;88 min;Dramas, Thrillers;Kyle helps people disappear, but when a crazed killer starts hunting down his latest client, he has to decide what he's willing to do to keep her safe.
s3912;Movie;Manmadhudu 2;Rahul Ravindran;Nagarjuna Akkineni, Rakul Preet Singh, Lakshmi, Rao Ramesh, Vennela Kishore, Jhansi, Devadarshini Chetan, Nishanti;India;September 23, 2019;2019;TV-MA;152 min;Comedies, Dramas, International Movies;Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop.
s1791;Movie;Do Dooni Chaar;Habib Faisal;Rishi Kapoor, Neetu Singh, Aditi Vasudev, Archit Krishna, Akhilendra Mishra, Natasha Rastogi, Manoj Bakshi, Supriya Shukla;India;November 1, 2018;2010;TV-PG;106 min;Comedies, International Movies;A struggling math teacher holds down a second job to keep his family afloat. But when he receives a wedding invitation, he's determined to attend.
s6907;TV Show;The Story of Us with Morgan Freeman;NA;Morgan Freeman;United States;February 1, 2019;2017;TV-14;1 Season;Docuseries;Explore the forces of love, belief, power, war, peace, rebellion and freedom in this series about the ties that bind – and destroy – humanity.
s7374;Movie;Urvi;Pradeep Verma;Sruthi Hariharan, Shraddha Srinath, Shweta Pandit, Achyuth Kumar, Madhukar Niyogi, Prabhu Mundkur, Bhavani Prakash, Ananya Bhat;India;January 15, 2018;2017;TV-MA;121 min;Dramas, Independent Movies, International Movies;After getting tricked into working at a brothel, a medical student joins forces with two of her co-workers to fight their unscrupulous exploiters.
s374;Movie;Albert Pinto Ko Gussa Kyun Aata Hai?;Soumitra Ranade;Nandita Das, Manav Kaul, Saurabh Shukla, Kishore Kadam, Omkar Das Manikpuri, Amarjeet Amle, Yusuf Hussain, Sushma Bakshi;India;December 31, 2019;2019;TV-MA;85 min;Dramas, Independent Movies, International Movies;As the police investigate his disappearance, a young man heads to Goa to carry out an act of vengeance fueled by years of pent-up anger toward society.
s4218;TV Show;Monty Python's Flying Circus;NA;John Cleese, Graham Chapman, Terry Jones, Eric Idle, Michael Palin, Terry Gilliam;United Kingdom;October 2, 2018;1974;TV-14;4 Seasons;British TV Shows, Classic & Cult TV, International TV Shows;The Monty Python players make their mark with a winning mix of wit, ingenuity and brilliant timing – and a penchant for mockery and cross-dressing.
s5420;TV Show;Say I Do;NA;Jeremiah Brent, Thai Nguyen, Gabriele Bertaccini;United States;July 1, 2020;2020;TV-14;1 Season;Reality TV, Romantic TV Shows;In this reality show, couples overcome obstacles to celebrate their love in surprise dream weddings designed by three experts in less than a week.
s216;Movie;A Perfect Man;Kees Van Oostrum;Liev Schreiber, Jeanne Tripplehorn, Joelle Carter, Louise Fletcher, Katie Carr, Renée Soutendijk, Huub Stapel, Michael Pas;United States;June 6, 2019;2013;R;94 min;Dramas, Independent Movies, Romantic Movies;Nina thinks her husband, James, is cheating on her, and she sets out to prove it by calling him and pretending to be another woman.
s2647;Movie;Hasta los dientes;Alberto Arnaut Estrada;NA;Mexico;August 13, 2019;2018;TV-MA;109 min;Documentaries, International Movies;This documentary follows the controversy surrounding the 2010 murders of two students, who were framed as criminals and killed by the Mexican military.
s3641;Movie;Lil Peep: Everybody’s Everything;Sebastian Jones, Ramez Silyan;Lil Peep;United States;March 4, 2020;2019;TV-MA;116 min;Documentaries, Music & Musicals;This intimate portrait depicts the rise of artist Lil Peep, whose genre-bending music attracted a massive following and ultimately defined his life.
s1904;Movie;Earth and Blood;Julien Leclercq;Sami Bouajila, Eriq Ebouaney, Samy Seghir, Sofia Lesaffre;France, Belgium;April 17, 2020;2020;TV-MA;81 min;Dramas, International Movies, Thrillers;A sawmill owner and his teenage daughter become tangled in a deadly feud when a drug dealer stashes stolen cocaine on their remote property.
s4382;Movie;Naan Sigappu Manithan;Thiru;Vishal, Lakshmi Menon, Saranya Ponvannan, Jayaprakash, Sunder Ramu, Jagan, Iniya, Chetan Cheenu;India;October 1, 2018;2014;TV-14;147 min;Action & Adventure, Dramas, International Movies;After his sleeping disorder hinders him from protecting his girlfriend, a man sets out to take revenge on the thugs who attacked her.
s3626;Movie;Life in the Doghouse;Ron Davis;NA;United States;June 1, 2019;2018;TV-PG;83 min;Documentaries, LGBTQ Movies;A couple operates a bustling dog rescue out of their own home, vowing to give a safe space to the neediest pups on the planet – 10,000 and counting.
s5000;TV Show;Puffin Rock;NA;Chris O'Dowd, Kate McCafferty, Sally McDaid, Geraldine Cole, Brian McMonagle, Darragh Gargan;Ireland;August 17, 2016;2016;TV-Y;2 Seasons;Kids' TV;Life is sweet on beautiful Puffin Rock, where puffling Oona, her baby brother Baba and their pals learn about nature, friendship and family.
s809;Movie;Before the Flood;Fisher Stevens;Leonardo DiCaprio;United States;February 1, 2018;2016;PG;97 min;Documentaries;Leonardo DiCaprio crisscrosses the globe to investigate the consequences of man-made globe warming and the measures being taken to reverse it.
s7424;TV Show;Violet Evergarden;NA;Yui Ishikawa, Takehito Koyasu, Daisuke Namikawa, Aya Endo, Koki Uchiyama, Minori Chihara, Haruka Tomatsu;Japan;February 5, 2019;2018;TV-14;1 Season;Anime Series, International TV Shows, Romantic TV Shows;The war is over, and Violet Evergarden needs a job. Scarred and emotionless, she takes a job as a letter writer to understand herself and her past.
s3189;Movie;Jo Koy: Comin' In Hot;Shannon Hartman;Jo Koy;United States;June 12, 2019;2019;TV-MA;60 min;Stand-Up Comedy;Comedian Jo Koy takes center stage in Hawaii and shares his candid take on cultural curiosities, filter-free fatherhood and more.
s662;Movie;Baahubali: The Beginning (Malayalam Version);S.S. Rajamouli;Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia, Sathyaraj, Nassar, Ramya Krishnan, Sudeep;NA;August 7, 2017;2015;TV-14;160 min;Action & Adventure, Dramas, International Movies;Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Malayalam version of S.S. Rajamouli's epic.
s5085;Movie;Ralph Breaks the Internet: Wreck-It Ralph 2;Phil Johnston, Rich Moore;John C. Reilly, Sarah Silverman, Taraji P. Henson, Gal Gadot, Jack McBrayer, Jane Lynch, Alan Tudyk, Ed O'Neill, Susan Lucci, Jason Lee, Idina Menzel, Anika Noni Rose, Judy Reyes, Grant Show, Ana Ortiz, Ming-Na Wen, Rebecca Wisocky, Paige O'Hara, Linda Larkin, Mariana Klaveno, Daria Ramirez, Tom Irwin, Edy Ganem, Irene Bedard, Jodi Benson, Anthony Daniels;United States;June 11, 2019;2018;PG;113 min;Children & Family Movies, Comedies;When video-game bad guy Ralph and best friend Vanellope discover a way onto the internet, they set off on a mission to save her broken game.
s2125;TV Show;Fatal Destiny;NA;Arucha Tosawat, Nappon Gomarachun, Phakin Khamwilaisak, Ratchawin Wongviriya, Penpak Sirikul, Saksit Tangtong;NA;July 13, 2018;2016;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Action & Adventure;A young man from a humble family is drawn into a life of crime – and soon confronts a determined cop in hot pursuit.
s3166;Movie;Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton;Chris Smith;Jim Carrey;Canada, United States;November 17, 2017;2017;TV-MA;94 min;Documentaries;Through the lens of his stunningly immersive performance as Andy Kaufman, Jim Carrey ponders the meaning of life, reality, identity and career.
s6039;TV Show;Thackeray;NA;NA;India;May 25, 2019;2019;TV-MA;1 Season;TV Shows;From controversial cartoonist to powerful Mumbai politician, this biopic maps the meteoric rise of far-right Shiv Sena party founder, Bal Thackeray.
s5161;Movie;Rencor tatuado;Julián Hernández;Diana Lein, Irving Peña, César Romero, César Ramos, Giovanna Zacarías, Mónica Del Carmen, Rocío Verdejo, Itatí Cantoral;Mexico;May 14, 2020;2018;TV-MA;152 min;Dramas, Independent Movies, International Movies;Armed with a thirst for revenge, a vigilante makes justice her business after being hired by various women to seduce and humiliate their rapists.
s1621;Movie;Dark Waters;Youssef Chahine;Faten Hamama, Omar Sharif, Ahmed Ramzy, Hussein Riad, Ferdoos Mohammed, Aziza Helmy, Tawfik El Deken;Egypt;June 18, 2020;1956;TV-14;104 min;Classic Movies, Dramas, International Movies;A fisherman returns home after a three-year absence only to find the woman he loves drifting away, the sailors feuding and his community unraveling.
s3744;Movie;Love Aaj Kal;Imtiaz Ali;Kartik Aaryan, Sara Ali Khan, Randeep Hooda, Arushi Sharma, Simone Singh, Monika Pawar, Amrit Arora, Siddharth Kak;India;April 27, 2020;2020;TV-MA;140 min;Dramas, International Movies, Romantic Movies;When professional ambitions clash with personal feelings for a modern-day couple, a love story from a bygone decade may offer some wisdom.
s388;Movie;Ali Wong: Hard Knock Wife;Jay Karas;Ali Wong;United States;May 13, 2018;2018;TV-MA;64 min;Stand-Up Comedy;Two years after the hit "Baby Cobra," Ali Wong is back with another baby bump – and a torrent of hilarious truths about marriage and motherhood.
s4932;TV Show;Power Rangers in Space;NA;Tracy Lynn Cruz, Patricia Ja Lee, Christopher Khayman Lee, Justin Nimmo, Roger Velasco, Selwyn Ward, Melody Perkins, Paul Schrier, Jason Narvy, Mioko Fujiwara, Soichiro Hoshi, Yuji Kishimoto, Sanae Kobayashi, Tsuyoshi Takishita, Lex Lang;United States, France, Japan;January 1, 2016;1998;TV-Y7;1 Season;Kids' TV;With the Power Chamber destroyed, former Turbo Power Rangers T.J., Cassie, Carlos and Ashley search for Zordon, who's been abducted by Dark Specter.
s3541;Movie;Last Flight to Abuja;Obi Emelonye;Omotola Jalade-Ekeinde, Hakeem Kae-Kazim, Jim Iyke, Ali Nuhu, Jide Kosoko, Anthony Monjaro, Jennifer Oguzie, Uru Eke, Celine Loader;Nigeria, United Kingdom;June 16, 2020;2012;TV-14;76 min;Dramas, International Movies;When disaster strikes mid-flight, a commercial plane's frantic passengers confront their pasts and the possibility of death. Based on true events.
s1958;Movie;El fin de ETA;Justin Webster;NA;Spain;April 8, 2017;2017;TV-14;106 min;Documentaries, International Movies;This documentary chronicles the decade-long process that led to the end of the ETA, a Basque terrorist group that operated for more than 50 years.
s1966;Movie;El silencio es bienvenido;Gabriela García Rivas;Eileen Yáñez, Jorge Luis Moreno, Daniela Newton, Andrea Newton, Luis Eduardo Yee, Enrique Medina, Roberto Fiesco;Mexico;March 20, 2020;2017;TV-14;95 min;Dramas, Independent Movies, International Movies;As a teen languishes during a spiritless road trip, she learns of the troubles in her parents' marriage as a crisis in her country looms.
s3618;Movie;Liar's Dice;Geetu Mohandas;Nawazuddin Siddiqui, Geetanjali Thapa, Manya Gupta, Murari Kumar;India;July 1, 2017;2013;TV-MA;104 min;Dramas, Independent Movies, International Movies;A woman from a small mountain village disobeys her village elders and sets out for the big city in search of her missing husband.
s6293;Movie;The Devil and Father Amorth;William Friedkin;NA;Italy, United States;July 23, 2018;2017;TV-PG;69 min;Documentaries, Horror Movies;In Rome, "Exorcist" director William Friedkin follows a 91-year-old priest who performs a real demonic exorcism on a woman from a small Italian town.
s4560;Movie;Obvious Child;Gillian Robespierre;Jenny Slate, Jake Lacy, Gaby Hoffmann, Gabe Liedman, Polly Draper, Richard Kind, David Cross, Paul Briganti, Stephen Singer, Cindy Cheung, Jennifer Kim, Cyrus McQueen, Emily Tremaine, Ernest Mingione;United States;July 19, 2018;2014;R;84 min;Comedies, Dramas, Independent Movies;After being fired from her job and dumped by her cheating boyfriend, a comedian has a one-night stand. Weeks later, she finds out she's pregnant.
s1638;Movie;David Foster: Off the Record;Barry Avrich;David Foster;Canada;July 1, 2020;2019;TV-MA;107 min;Documentaries, Music & Musicals;From child prodigy to iconic music producer, David Foster shares the stories behind his success with rare footage and interviews with his collaborators.
s4298;TV Show;Mutant Busters;NA;Dermot Arrigan, James Giblin, Noah Levin, Molly Malcolm, Colin Morgan, Benjamin Nathan-Serio, Alex Wagner, Joshua Zamrycki;Spain; June 1, 2017;2017;TV-PG;2 Seasons;Kids' TV, TV Comedies;After a natural disaster known as the Big Fart leaves Earth divided, only Sheriff and his rebel misfits can protect the planet from a mutant invasion.
s4770;TV Show;Paranormal Survivor;NA;NA;Canada; August 4, 2017;2016;TV-14;2 Seasons;Docuseries;In interviews and reenactments, ordinary people relive their terrifying encounters with unwelcome guests from beyond the world of the living.
s2569;TV Show;H2O: Mermaid Adventures;NA;Sonja Ball, Holly Gauthier-Frankel, Thor Bishopric, Angela Galuppo;Germany, Australia, France, China;July 15, 2015;2015;TV-Y7;2 Seasons;Kids' TV;Three high school friends who turn into mermaids whenever they touch water have undersea adventures while keeping their new life a secret.
s2534;Movie;Green White Green (And All the Beautiful Colours in My Mosaic of Madness);Abba T. Makama;Ifeanyi Dike Jr., Jamal Ibrahim, Samuel Robinson, Cristabel Goddy, Okey Uzoeshi, Bimbo Manuel, Meg Otanwa, Eric Didie, Donatus Ekwuazi, Omoye Uzamere;Nigeria;January 1, 2018;2016;TV-MA;102 min;Comedies, Independent Movies, International Movies;Three young Nigerian bohemians, each from one of the country's major ethnic groups, explore the directions in which their lives could go.
s6135;Movie;The Birth Reborn 3;Eduardo Chauvet;NA;NA;December 28, 2018;2018;TV-14;73 min;Documentaries, International Movies;This intimate look at a São Paulo birth center features interviews with mothers, activists, doctors and midwives. Third in a series of films.
s1074;TV Show;Brain Games;NA;Jason Silva;United States; March 15, 2019;2016;TV-G;3 Seasons;Docuseries, Science & Nature TV;This interactive series uses games, illusions and experiments to illustrate how our brains manufacture our reality and often play tricks on us.
s1639;TV Show;Dawai Asmara;NA;Hanna Aqiela, Tengku Putri Najuwa, Emelie Hanif, Zoey Rahman, Faiez Affandi, Wanny Mustahfah, Sherie Merlis, Mahmud Alibashah, Zalfa Zin, Kamal Ibrahim, Amanda Hariz, Alesha Hariz, Fathimah Az Zahra, Elya Miera Ismail;NA;December 11, 2017;2016;TV-14;1 Season;International TV Shows, TV Dramas;Following life-changing traumas, two girls from different backgrounds fight to discover the identities of their biological parents.
s2292;Movie;From A to B;Ali F. Mostafa;Fahad Albutairi, Shadi Alfons, Fadi Rifaai, Samer al Masri, Wonho Chung, Leem Lubany, Maha Abou Ouf, Ahd, Yousra El Lozy, Ali Suliman, Khaled Abol Naga, Madeline Zima;United Arab Emirates, Jordan, Lebanon;June 11, 2020;2014;TV-MA;104 min;Comedies, Dramas, International Movies;To celebrate the memory of their pal who passed away, three estranged friends attempt to reconnect on an eventful road trip from Abu Dhabi to Beirut.
s4757;Movie;Pants on Fire;Jonathan A. Rosenbaum;Bradley Steven Perry, Joshua J. Ballard, Tyrel Jackson Williams, Brittney Wilson, Taylor Russell, Nicholas Coombe, Rachelle Gillis, Kevin O'Grady;Canada;March 1, 2019;2014;TV-G;87 min;Children & Family Movies, Comedies;Jealous girlfriends and aliens are just some of the things Jack lied about to become popular. Now the lies are coming to life and ruining everything.
s2467;Movie;Goldie;Sam de Jong;Slick Woods, George Sample III, Shaquila Angela Griszell, Danny Hoch, Khris Davis, Jazmyn Davis, Alana Tyler-Tomkins, Fran Jaye;United States;June 22, 2020;2019;TV-MA;89 min;Dramas;When a bold teen mounts a gritty pursuit to dance in a music video, she must also evade child services so she can keep her younger sisters together.
